game_id,game_date,home_team_id,away_team_id,home_team,away_team,home_score,away_score
2025020629,,21,19,COL,STL,6,1
2025020630,,20,4,CGY,PHI,5,1
2025020631,,22,6,EDM,BOS,2,6
2025020632,,9,15,OTT,WSH,4,3
2025020633,,2,68,NYI,UTA,2,7
2025020634,,10,52,TOR,WPG,6,5
2025020635,,5,17,PIT,DET,4,3
2025020636,,12,8,CAR,MTL,5,7
2025020637,,16,25,CHI,DAL,4,3
2025020638,,55,18,SEA,NSH,4,1
2025020639,,26,14,LAK,TBL,3,5
2025020640,,19,54,STL,VGK,4,3
2025020641,,13,3,FLA,NYR,1,5
2025020642,,23,55,VAN,SEA,3,4
2025020643,,24,30,ANA,MIN,2,5
2025020644,,17,5,DET,PIT,1,4
2025020645,,1,68,NJD,UTA,4,1
2025020646,,29,7,CBJ,BUF,5,1
2025020647,,22,4,EDM,PHI,2,5
2025020648,,19,8,STL,MTL,2,0
2025020649,,28,14,SJS,TBL,3,7
2025020650,,9,52,OTT,WPG,4,2
2025020651,,2,10,NYI,TOR,4,3
2025020652,,15,16,WSH,CHI,2,3
2025020653,,12,21,CAR,COL,3,5
2025020654,,20,18,CGY,NSH,3,4
2025020655,,26,30,LAK,MIN,5,4
2025020656,,23,6,VAN,BOS,2,3
2025020657,,25,8,DAL,MTL,3,4
2025020658,,29,5,CBJ,PIT,4,5
2025020659,,13,21,FLA,COL,2,1
2025020660,,1,12,NJD,CAR,1,3
2025020661,,16,54,CHI,VGK,3,2
2025020662,,3,68,NYR,UTA,2,3
2025020663,,15,24,WSH,ANA,7,4
2025020664,,9,17,OTT,DET,3,5
2025020665,,20,55,CGY,SEA,1,5
2025020666,,26,30,LAK,MIN,4,2
2025020667,,7,23,BUF,VAN,5,3
2025020668,,14,21,TBL,COL,4,2
2025020669,,2,1,NYI,NJD,9,0
2025020670,,4,24,PHI,ANA,5,2
2025020671,,12,25,CAR,DAL,6,3
2025020672,,10,13,TOR,FLA,4,1
2025020673,,52,54,WPG,VGK,3,4
2025020674,,22,18,EDM,NSH,6,2
2025020675,,28,29,SJS,CBJ,5,2
2025020676,,55,6,SEA,BOS,7,4
2025020677,,15,25,WSH,DAL,1,4
2025020678,,8,20,MTL,CGY,4,1
2025020679,,16,19,CHI,STL,7,3
2025020680,,68,9,UTA,OTT,3,1
2025020681,,26,28,LAK,SJS,3,4
2025020682,,6,20,BOS,CGY,4,1
2025020683,,8,13,MTL,FLA,6,2
2025020684,,17,23,DET,VAN,5,1
2025020685,,3,7,NYR,BUF,2,5
2025020686,,4,10,PHI,TOR,1,2
2025020687,,5,1,PIT,NJD,4,1
2025020688,,12,24,CAR,ANA,5,2
2025020689,,18,2,NSH,NYI,2,1
2025020690,,52,22,WPG,EDM,3,4
2025020691,,21,9,COL,OTT,8,2
2025020692,,54,29,VGK,CBJ,5,3
2025020693,,55,30,SEA,MIN,2,3
2025020694,,16,15,CHI,WSH,1,5
2025020695,,52,26,WPG,LAK,5,1
2025020696,,68,19,UTA,STL,4,2
2025020697,,6,3,BOS,NYR,10,2
2025020698,,5,20,PIT,CGY,1,2
2025020699,,21,29,COL,CBJ,4,0
2025020700,,28,25,SJS,DAL,5,4
2025020701,,7,24,BUF,ANA,5,3
2025020702,,10,23,TOR,VAN,5,0
2025020703,,8,17,MTL,DET,0,4
2025020704,,9,13,OTT,FLA,2,3
2025020705,,4,14,PHI,TBL,2,7
2025020706,,12,55,CAR,SEA,3,2
2025020707,,18,16,NSH,CHI,0,3
2025020708,,30,2,MIN,NYI,3,4
2025020709,,22,26,EDM,LAK,3,4
2025020710,,54,19,VGK,STL,4,2
2025020711,,52,1,WPG,NJD,4,3
2025020712,,6,5,BOS,PIT,1,0
2025020713,,18,15,NSH,WSH,3,2
2025020714,,68,29,UTA,CBJ,2,3
2025020715,,28,54,SJS,VGK,2,7
2025020716,,7,13,BUF,FLA,3,4
2025020717,,17,12,DET,CAR,4,3
2025020718,,3,55,NYR,SEA,2,4
2025020719,,4,14,PHI,TBL,1,5
2025020720,,8,23,MTL,VAN,6,3
2025020721,,30,1,MIN,NJD,2,5
2025020722,,16,22,CHI,EDM,1,4
2025020723,,21,10,COL,TOR,3,4
2025020724,,26,25,LAK,DAL,1,3
2025020725,,9,23,OTT,VAN,2,1
2025020726,,5,14,PIT,TBL,1,2
2025020727,,15,8,WSH,MTL,3,2
2025020728,,29,20,CBJ,CGY,5,3
2025020729,,6,17,BOS,DET,3,0
2025020730,,19,12,STL,CAR,3,0
2025020731,,18,22,NSH,EDM,4,3
2025020732,,52,2,WPG,NYI,5,4
2025020733,,68,10,UTA,TOR,6,1
2025020734,,24,25,ANA,DAL,3,1
2025020735,,1,55,NJD,SEA,3,2
2025020736,,7,4,BUF,PHI,5,2
2025020737,,3,9,NYR,OTT,4,8
2025020738,,26,54,LAK,VGK,2,3
2025020739,,6,55,BOS,SEA,4,2
2025020740,,7,8,BUF,MTL,5,3
2025020741,,5,4,PIT,PHI,6,3
2025020742,,15,28,WSH,SJS,2,3
2025020743,,29,23,CBJ,VAN,4,1
2025020744,,30,52,MIN,WPG,2,6
2025020745,,16,20,CHI,CGY,1,3
2025020746,,68,25,UTA,DAL,2,1
2025020747,,22,2,EDM,NYI,0,1
2025020748,,54,10,VGK,TOR,6,5
2025020749,,17,28,DET,SJS,4,2
2025020750,,12,13,CAR,FLA,9,1
2025020751,,19,14,STL,TBL,3,2
2025020752,,21,18,COL,NSH,3,7
2025020753,,26,24,LAK,ANA,2,3
2025020754,,7,30,BUF,MIN,4,5
2025020755,,4,3,PHI,NYR,3,6
2025020756,,20,2,CGY,NYI,4,2
2025020757,,68,55,UTA,SEA,6,3
2025020758,,9,8,OTT,MTL,5,6
2025020759,,1,12,NJD,CAR,1,4
2025020760,,5,29,PIT,CBJ,3,4
2025020761,,15,13,WSH,FLA,2,5
2025020762,,52,10,WPG,TOR,3,4
2025020763,,16,6,CHI,BOS,2,5
2025020764,,23,22,VAN,EDM,0,6
2025020765,,54,18,VGK,NSH,7,2
2025020766,,24,26,ANA,LAK,2,1
2025020767,,25,14,DAL,TBL,1,4
2025020768,,17,9,DET,OTT,4,3
2025020769,,22,19,EDM,STL,5,0
2025020770,,12,7,CAR,BUF,2,1
2025020771,,21,15,COL,WSH,5,2
2025020772,,55,5,SEA,PIT,3,6
2025020773,,13,28,FLA,SJS,1,4
2025020774,,10,30,TOR,MIN,3,6
2025020775,,54,4,VGK,PHI,1,2
2025020776,,16,52,CHI,WPG,2,0
2025020777,,20,1,CGY,NJD,1,2
2025020778,,23,2,VAN,NYI,3,4
2025020779,,24,3,ANA,NYR,5,3
2025020780,,8,30,MTL,MIN,4,3
2025020781,,14,28,TBL,SJS,4,1
2025020782,,29,9,CBJ,OTT,1,4
2025020783,,25,6,DAL,BOS,6,2
2025020784,,18,7,NSH,BUF,3,5
2025020785,,52,19,WPG,STL,3,1
2025020786,,22,1,EDM,NJD,1,2
2025020787,,26,3,LAK,NYR,4,3
2025020788,,10,17,TOR,DET,1,2
2025020789,,21,24,COL,ANA,1,2
2025020790,,68,4,UTA,PHI,5,4
2025020791,,20,5,CGY,PIT,1,4
2025020792,,23,15,VAN,WSH,4,3
2025020793,,55,2,SEA,NYI,4,1
2025020794,,6,54,BOS,VGK,4,3
2025020795,,8,7,MTL,BUF,2,4
2025020796,,12,16,CAR,CHI,3,4
2025020797,,29,25,CBJ,DAL,1,0
2025020798,,18,9,NSH,OTT,5,3
2025020799,,52,13,WPG,FLA,1,2
2025020800,,22,5,EDM,PIT,2,6
2025020801,,30,17,MIN,DET,4,3
2025020802,,10,54,TOR,VGK,3,6
2025020803,,16,14,CHI,TBL,1,2
2025020804,,25,19,DAL,STL,3,2
2025020805,,21,4,COL,PHI,3,7
2025020806,,20,15,CGY,WSH,1,3
2025020807,,23,1,VAN,NJD,4,5
2025020808,,28,3,SJS,NYR,3,1
2025020809,,55,24,SEA,ANA,2,4
2025020810,,2,7,NYI,BUF,0,5
2025020811,,18,68,NSH,UTA,2,5
2025020812,,6,8,BOS,MTL,4,3
2025020813,,9,12,OTT,CAR,1,4
2025020814,,29,14,CBJ,TBL,8,5
2025020815,,52,17,WPG,DET,1,5
2025020816,,19,26,STL,LAK,4,5
2025020817,,30,13,MIN,FLA,3,4
2025020818,,22,15,EDM,WSH,6,5
2025020819,,10,21,TOR,COL,1,4
2025020820,,55,1,SEA,NJD,4,2
2025020821,,9,54,OTT,VGK,7,1
2025020822,,23,5,VAN,PIT,2,3
2025020823,,16,13,CHI,FLA,1,5
2025020824,,20,24,CGY,ANA,3,4
2025020825,,14,68,TBL,UTA,2,0
2025020826,,3,6,NYR,BOS,4,3
2025020827,,4,2,PHI,NYI,0,4
2025020828,,29,26,CBJ,LAK,4,5
2025020829,,22,24,EDM,ANA,7,4
2025020830,,6,18,BOS,NSH,3,2
2025020831,,10,7,TOR,BUF,4,7
2025020832,,8,54,MTL,VGK,3,2
2025020833,,17,26,DET,LAK,1,3
2025020834,,13,68,FLA,UTA,3,4
2025020835,,1,52,NJD,WPG,3,4
2025020836,,19,25,STL,DAL,3,4
2025020837,,30,16,MIN,CHI,4,3
2025020838,,23,28,VAN,SJS,2,5
2025020839,,55,15,SEA,WSH,5,1
2025020840,,29,4,CBJ,PHI,5,3
2025020841,,9,21,OTT,COL,5,2
2025020842,,2,3,NYI,NYR,5,2
2025020843,,6,4,BOS,PHI,6,3
2025020844,,7,26,BUF,LAK,4,1
2025020845,,8,21,MTL,COL,7,3
2025020846,,17,15,DET,WSH,3,4
2025020847,,14,52,TBL,WPG,4,1
2025020848,,1,18,NJD,NSH,3,2
2025020849,,3,2,NYR,NYI,1,2
2025020850,,5,16,PIT,CHI,6,2
2025020851,,12,68,CAR,UTA,5,4
2025020852,,19,13,STL,FLA,5,4
2025020853,,30,20,MIN,CGY,4,1
2025020854,,22,28,EDM,SJS,4,3
2025020855,,23,24,VAN,ANA,2,0
2025020856,,54,25,VGK,DAL,4,5
2025020857,,55,10,SEA,TOR,5,2
2025020858,,16,29,CHI,CBJ,2,4
2025020859,,4,26,PHI,LAK,2,3
2025020860,,17,21,DET,COL,0,5
2025020861,,5,3,PIT,NYR,6,5
2025020862,,13,52,FLA,WPG,1,2
2025020863,,20,28,CGY,SJS,3,2
2025020864,,15,12,WSH,CAR,4,3
2025020865,,7,8,BUF,MTL,2,4
2025020866,,9,1,OTT,NJD,4,1
2025020867,,2,18,NYI,NSH,3,4
2025020868,,19,29,STL,CBJ,3,5
2025020869,,23,10,VAN,TOR,2,3
2025020870,,68,25,UTA,DAL,2,3
2025020871,,22,30,EDM,MIN,3,7
2025020872,,54,55,VGK,SEA,2,3
2025020873,,14,6,TBL,BOS,6,5
2025020874,,12,26,CAR,LAK,3,2
2025020875,,24,54,ANA,VGK,4,3
2025020876,,13,7,FLA,BUF,3,5
2025020877,,5,9,PIT,OTT,2,3
2025020878,,15,2,WSH,NYI,4,1
2025020879,,30,8,MIN,MTL,4,3
2025020880,,18,19,NSH,STL,6,5
2025020881,,16,28,CHI,SJS,6,3
2025020882,,25,52,DAL,WPG,4,3
2025020883,,21,17,COL,DET,0,2
2025020884,,68,23,UTA,VAN,6,2
2025020885,,20,10,CGY,TOR,2,4
2025020886,,14,7,TBL,BUF,4,3
2025020887,,1,29,NJD,CBJ,0,3
2025020888,,2,5,NYI,PIT,5,4
2025020889,,4,15,PHI,WSH,4,2
2025020890,,12,9,CAR,OTT,4,3
2025020891,,22,10,EDM,TOR,2,5
2025020892,,24,55,ANA,SEA,4,2
2025020893,,13,6,FLA,BOS,5,4
2025020894,,29,16,CBJ,CHI,4,0
2025020895,,52,8,WPG,MTL,1,5
2025020896,,18,30,NSH,MIN,5,6
2025020897,,21,28,COL,SJS,4,2
2025020898,,68,17,UTA,DET,4,1
2025020899,,25,19,DAL,STL,5,4
2025020900,,20,22,CGY,EDM,4,3
2025020901,,54,23,VGK,VAN,5,2
2025020902,,26,55,LAK,SEA,2,4
2025020903,,7,5,BUF,PIT,2,5
2025020904,,14,13,TBL,FLA,6,1
2025020905,,1,2,NJD,NYI,1,3
2025020906,,3,12,NYR,CAR,0,2
2025020907,,4,9,PHI,OTT,1,2
2025020908,,15,18,WSH,NSH,4,2
2025020909,,54,26,VGK,LAK,4,1
2025020910,,1,7,NJD,BUF,1,2
2025020911,,15,4,WSH,PHI,3,1
2025020912,,14,10,TBL,TOR,4,2
2025020913,,25,55,DAL,SEA,4,1
2025020914,,68,21,UTA,COL,2,4
2025020915,,23,52,VAN,WPG,2,3
2025020916,,26,54,LAK,VGK,4,6
2025020917,,24,22,ANA,EDM,6,5
2025020918,,6,29,BOS,CBJ,4,2
2025020919,,8,2,MTL,NYI,3,4
2025020920,,9,17,OTT,DET,1,2
2025020921,,13,10,FLA,TOR,5,1
2025020922,,5,1,PIT,NJD,4,1
2025020923,,12,14,CAR,TBL,5,4
2025020924,,3,4,NYR,PHI,2,3
2025020925,,19,55,STL,SEA,5,1
2025020926,,18,16,NSH,CHI,4,2
2025020927,,21,30,COL,MIN,2,5
2025020928,,28,20,SJS,CGY,1,4
2025020929,,26,22,LAK,EDM,1,8
2025020930,,13,7,FLA,BUF,2,3
2025020931,,15,54,WSH,VGK,3,2
2025020932,,68,30,UTA,MIN,5,2
2025020933,,24,52,ANA,WPG,5,4
2025020934,,3,5,NYR,PIT,3,2
2025020935,,4,6,PHI,BOS,3,1
2025020936,,28,22,SJS,EDM,5,4
2025020937,,29,2,CBJ,NYI,3,4
2025020938,,21,16,COL,CHI,3,1
2025020939,,10,9,TOR,OTT,2,5
2025020940,,8,15,MTL,WSH,6,2
2025020941,,14,7,TBL,BUF,2,6
2025020942,,12,17,CAR,DET,5,2
2025020943,,19,1,STL,NJD,1,3
2025020944,,26,20,LAK,CGY,2,0
2025020945,,25,18,DAL,NSH,3,2
2025020946,,55,23,SEA,VAN,5,1
2025020947,,5,54,PIT,VGK,5,0
2025020948,,2,13,NYI,FLA,5,4
2025020949,,68,16,UTA,CHI,0,4
2025020950,,28,52,SJS,WPG,2,1
2025020951,,30,19,MIN,STL,1,3
2025020952,,24,20,ANA,CGY,3,2
2025020953,,3,29,NYR,CBJ,4,5
2025020954,,10,4,TOR,PHI,2,3
2025020955,,18,17,NSH,DET,2,4
2025020956,,23,25,VAN,DAL,1,6
2025020957,,55,12,SEA,CAR,2,1
2025020958,,26,21,LAK,COL,2,4
2025020959,,6,5,BOS,PIT,2,1
2025020960,,7,54,BUF,VGK,3,2
2025020961,,1,13,NJD,FLA,5,1
2025020962,,15,68,WSH,UTA,2,3
2025020963,,29,18,CBJ,NSH,3,2
2025020964,,52,16,WPG,CHI,3,2
2025020965,,20,25,CGY,DAL,1,6
2025020966,,22,9,EDM,OTT,5,4
2025020967,,30,14,MIN,TBL,5,1
2025020968,,24,21,ANA,COL,1,5
2025020969,,28,8,SJS,MTL,7,5
2025020970,,17,54,DET,VGK,3,4
2025020971,,1,10,NJD,TOR,4,3
2025020972,,23,12,VAN,CAR,4,6
2025020973,,24,2,ANA,NYI,5,1
2025020974,,55,19,SEA,STL,2,3
2025020975,,3,10,NYR,TOR,6,2
2025020976,,4,68,PHI,UTA,0,3
2025020977,,5,7,PIT,BUF,1,5
2025020978,,29,13,CBJ,FLA,4,2
2025020979,,18,6,NSH,BOS,6,3
2025020980,,52,14,WPG,TBL,4,1
2025020981,,20,9,CGY,OTT,1,4
2025020982,,26,2,LAK,NYI,5,3
2025020983,,17,13,DET,FLA,1,3
2025020984,,25,21,DAL,COL,4,5
2025020985,,16,23,CHI,VAN,3,6
2025020986,,22,12,EDM,CAR,3,6
2025020987,,24,8,ANA,MTL,6,5
2025020988,,54,30,VGK,MIN,2,4
2025020989,,28,19,SJS,STL,2,3
2025020990,,6,15,BOS,WSH,3,1
2025020991,,1,3,NJD,NYR,6,3
2025020992,,7,18,BUF,NSH,3,2
2025020993,,5,4,PIT,PHI,3,4
2025020994,,10,14,TOR,TBL,2,5
2025020995,,29,68,CBJ,UTA,4,5
2025020996,,52,23,WPG,VAN,3,2
2025020997,,26,8,LAK,MTL,3,4
2025020998,,20,12,CGY,CAR,5,4
2025020999,,28,2,SJS,NYI,1,2
2025021000,,55,9,SEA,OTT,4,7
2025021001,,21,30,COL,MIN,3,2
2025021002,,5,6,PIT,BOS,5,4
2025021003,,7,14,BUF,TBL,8,7
2025021004,,25,16,DAL,CHI,4,3
2025021005,,1,17,NJD,DET,0,3
2025021006,,24,19,ANA,STL,0,4
2025021007,,54,22,VGK,EDM,2,4
2025021008,,4,3,PHI,NYR,2,6
2025021009,,15,20,WSH,CGY,7,3
2025021010,,16,68,CHI,UTA,3,2
2025021011,,23,9,VAN,OTT,0,2
2025021012,,6,26,BOS,LAK,2,1
2025021013,,7,28,BUF,SJS,6,3
2025021014,,8,10,MTL,TOR,3,1
2025021015,,14,29,TBL,CBJ,2,5
2025021016,,13,17,FLA,DET,4,3
2025021017,,3,20,NYR,CGY,4,0
2025021018,,12,5,CAR,PIT,5,4
2025021019,,19,2,STL,NYI,3,4
2025021020,,25,54,DAL,VGK,2,1
2025021021,,30,68,MIN,UTA,5,0
2025021022,,52,24,WPG,ANA,1,4
2025021023,,21,22,COL,EDM,3,4
2025021024,,55,18,SEA,NSH,2,4
2025021025,,9,8,OTT,MTL,2,3
2025021026,,4,15,PHI,WSH,4,1
2025021027,,6,28,BOS,SJS,2,4
2025021028,,7,15,BUF,WSH,1,2
2025021029,,10,24,TOR,ANA,6,4
2025021030,,14,17,TBL,DET,4,1
2025021031,,13,29,FLA,CBJ,2,1
2025021032,,1,20,NJD,CGY,4,5
2025021033,,12,19,CAR,STL,1,3
2025021034,,25,22,DAL,EDM,7,2
2025021035,,30,4,MIN,PHI,2,3
2025021036,,52,3,WPG,NYR,3,6
2025021037,,68,16,UTA,CHI,2,3
2025021038,,23,18,VAN,NSH,4,3
2025021039,,54,5,VGK,PIT,6,2
2025021040,,55,21,SEA,COL,1,5
2025021041,,2,26,NYI,LAK,2,3
2025021042,,19,22,STL,EDM,3,2
2025021043,,9,24,OTT,ANA,2,0
2025021044,,15,6,WSH,BOS,2,3
2025021045,,52,21,WPG,COL,3,1
2025021046,,30,3,MIN,NYR,2,4
2025021047,,7,10,BUF,TOR,3,2
2025021048,,8,28,MTL,SJS,2,4
2025021049,,14,12,TBL,CAR,2,4
2025021050,,1,26,NJD,LAK,6,4
2025021051,,2,20,NYI,CGY,3,2
2025021052,,4,29,PHI,CBJ,1,2
2025021053,,25,17,DAL,DET,3,2
2025021054,,68,5,UTA,PIT,3,4
2025021055,,23,55,VAN,SEA,2,5
2025021056,,54,16,VGK,CHI,4,0
2025021057,,52,19,WPG,STL,3,2
2025021058,,9,28,OTT,SJS,7,4
2025021059,,8,24,MTL,ANA,3,4
2025021060,,30,10,MIN,TOR,2,4
2025021061,,22,18,EDM,NSH,3,1
2025021062,,55,13,SEA,FLA,6,2
2025021063,,17,20,DET,CGY,5,2
2025021064,,1,6,NJD,BOS,4,3
2025021065,,3,26,NYR,LAK,1,4
2025021066,,25,68,DAL,UTA,3,6
2025021067,,21,5,COL,PIT,2,7
2025021068,,10,2,TOR,NYI,1,3
2025021069,,8,6,MTL,BOS,3,2
2025021070,,29,12,CBJ,CAR,5,1
2025021071,,52,18,WPG,NSH,3,4
2025021072,,16,30,CHI,MIN,3,4
2025021073,,22,28,EDM,SJS,5,3
2025021074,,23,13,VAN,FLA,5,2
2025021075,,54,7,VGK,BUF,0,2
2025021076,,55,14,SEA,TBL,2,6
2025021077,,3,1,NYR,NJD,3,6
2025021078,,12,5,CAR,PIT,6,5
2025021079,,15,9,WSH,OTT,4,1
2025021080,,21,25,COL,DAL,1,2
2025021081,,20,19,CGY,STL,2,1
2025021082,,24,4,ANA,PHI,2,3
2025021083,,6,52,BOS,WPG,6,1
2025021084,,9,2,OTT,NYI,3,2
2025021085,,17,8,DET,MTL,3,1
2025021086,,29,3,CBJ,NYR,6,3
2025021087,,18,55,NSH,SEA,3,1
2025021088,,30,16,MIN,CHI,1,2
2025021089,,22,13,EDM,FLA,0,4
2025021090,,23,14,VAN,TBL,2,6
2025021091,,54,68,VGK,UTA,0,4
2025021092,,28,7,SJS,BUF,0,5
2025021093,,26,4,LAK,PHI,3,4
2025021094,,10,12,TOR,CAR,3,4
2025021095,,15,1,WSH,NJD,2,1
2025021096,,16,21,CHI,COL,1,4
2025021097,,20,13,CGY,FLA,4,1
2025021098,,68,24,UTA,ANA,1,4
2025021099,,5,52,PIT,WPG,5,4
2025021100,,18,54,NSH,VGK,4,1
2025021101,,30,25,MIN,DAL,2,1
2025021102,,26,7,LAK,BUF,1,4
2025021103,,28,4,SJS,PHI,1,4
2025021104,,29,55,CBJ,SEA,5,2
2025021105,,8,2,MTL,NYI,7,3
2025021106,,9,10,OTT,TOR,5,2
2025021107,,23,19,VAN,STL,1,3
2025021108,,17,6,DET,BOS,2,4
2025021109,,22,14,EDM,TBL,2,5
2025021110,,3,52,NYR,WPG,2,3
2025021111,,15,21,WSH,COL,2,3
2025021112,,5,12,PIT,CAR,1,5
2025021113,,16,18,CHI,NSH,2,3
2025021114,,2,29,NYI,CBJ,1,0
2025021115,,25,54,DAL,VGK,2,3
2025021116,,20,14,CGY,TBL,4,3
2025021117,,24,7,ANA,BUF,6,5
2025021118,,68,26,UTA,LAK,4,3
2025021119,,3,9,NYR,OTT,1,2
2025021120,,6,10,BOS,TOR,2,4
2025021121,,8,12,MTL,CAR,5,2
2025021122,,17,9,DET,OTT,2,3
2025021123,,13,55,FLA,SEA,5,4
2025021124,,2,16,NYI,CHI,3,4
2025021125,,4,29,PHI,CBJ,2,3
2025021126,,5,21,PIT,COL,2,6
2025021127,,14,30,TBL,MIN,6,3
2025021128,,19,15,STL,WSH,3,0
2025021129,,18,28,NSH,SJS,6,3
2025021130,,25,1,DAL,NJD,4,6
2025021131,,52,54,WPG,VGK,4,1
2025021132,,68,22,UTA,EDM,2,5
2025021133,,20,26,CGY,LAK,3,2
2025021134,,23,24,VAN,ANA,3,5
2025021135,,7,6,BUF,BOS,3,4
2025021136,,10,3,TOR,NYR,4,3
2025021137,,8,29,MTL,CBJ,2,1
2025021138,,9,5,OTT,PIT,3,4
2025021139,,14,55,TBL,SEA,3,4
2025021140,,13,30,FLA,MIN,2,3
2025021141,,2,25,NYI,DAL,2,1
2025021142,,4,16,PHI,CHI,5,1
2025021143,,19,28,STL,SJS,2,1
2025021144,,18,1,NSH,NJD,2,4
2025021145,,52,21,WPG,COL,2,3
2025021146,,68,15,UTA,WSH,4,7
2025021147,,20,24,CGY,ANA,2,3
2025021148,,54,22,VGK,EDM,3,4
2025021149,,23,26,VAN,LAK,0,4
2025021150,,7,17,BUF,DET,2,5
2025021151,,3,16,NYR,CHI,6,1
2025021152,,14,9,TBL,OTT,4,2
2025021153,,2,13,NYI,FLA,5,2
2025021154,,22,24,EDM,ANA,4,2
2025021155,,6,30,BOS,MIN,6,3
2025021156,,5,25,PIT,DAL,3,6
2025021157,,12,1,CAR,NJD,5,2
2025021158,,29,28,CBJ,SJS,2,3
2025021159,,7,55,BUF,SEA,3,2
2025021160,,19,10,STL,TOR,5,1
2025021161,,18,8,NSH,MTL,1,4
2025021162,,21,52,COL,WPG,2,4
2025021163,,17,4,DET,PHI,3,5
2025021164,,26,68,LAK,UTA,2,6
2025021165,,20,23,CGY,VAN,7,3
2025021166,,54,15,VGK,WSH,4,5
2025021167,,3,13,NYR,FLA,3,1
2025021168,,14,18,TBL,NSH,3,2
2025021169,,12,8,CAR,MTL,1,3
2025021170,,29,6,CBJ,BOS,3,4
2025021171,,1,16,NJD,CHI,5,3
2025021172,,4,25,PHI,DAL,2,1
2025021173,,2,5,NYI,PIT,3,8
2025021174,,21,20,COL,CGY,9,2
2025021175,,54,23,VGK,VAN,4,2
2025021176,,24,10,ANA,TOR,4,5
2025021177,,28,19,SJS,STL,5,4
2025021178,,6,25,BOS,DAL,6,3
2025021179,,7,2,BUF,NYI,4,3
2025021180,,14,8,TBL,MTL,1,4
2025021181,,13,9,FLA,OTT,6,3
2025021182,,3,1,NYR,NJD,4,1
2025021183,,5,17,PIT,DET,5,1
2025021184,,15,4,WSH,PHI,6,4
2025021185,,29,12,CBJ,CAR,2,5
2025021186,,16,52,CHI,WPG,3,4
2025021187,,22,55,EDM,SEA,3,0
2025021188,,21,23,COL,VAN,6,8
2025021189,,26,19,LAK,STL,2,1
2025021190,,28,24,SJS,ANA,4,3
2025021191,,9,7,OTT,BUF,4,1
2025021192,,14,5,TBL,PIT,6,3
2025021193,,13,6,FLA,BOS,2,1
2025021194,,1,15,NJD,WSH,7,3
2025021195,,3,8,NYR,MTL,2,3
2025021196,,4,17,PHI,DET,2,4
2025021197,,12,29,CAR,CBJ,5,1
2025021198,,25,52,DAL,WPG,3,0
2025021199,,30,23,MIN,VAN,5,2
2025021200,,22,16,EDM,CHI,3,1
2025021201,,54,20,VGK,CGY,6,3
2025021202,,28,10,SJS,TOR,4,1
2025021203,,55,68,SEA,UTA,2,6
2025021204,,26,18,LAK,NSH,4,5
2025021205,,2,4,NYI,PHI,1,4
2025021206,,24,19,ANA,STL,2,6
2025021207,,3,17,NYR,DET,4,1
2025021208,,9,30,OTT,MIN,1,4
2025021209,,25,21,DAL,COL,0,2
2025021210,,14,6,TBL,BOS,3,1
2025021211,,5,13,PIT,FLA,9,4
2025021212,,1,8,NJD,MTL,3,4
2025021213,,15,7,WSH,BUF,6,2
2025021214,,12,2,CAR,NYI,4,3
2025021215,,29,52,CBJ,WPG,1,2
2025021216,,23,68,VAN,UTA,4,7
2025021217,,26,10,LAK,TOR,7,6
2025021218,,22,54,EDM,VGK,1,5
2025021219,,24,20,ANA,CGY,3,5
2025021220,,28,18,SJS,NSH,3,6
2025021221,,55,16,SEA,CHI,2,4
2025021222,,17,30,DET,MIN,4,5
2025021223,,5,13,PIT,FLA,5,2
2025021224,,4,6,PHI,BOS,2,1
2025021225,,9,12,OTT,CAR,6,3
2025021226,,8,1,MTL,NJD,0,3
2025021227,,3,15,NYR,WSH,8,1
2025021228,,21,19,COL,STL,2,3
2025021229,,7,14,BUF,TBL,4,2
2025021230,,52,55,WPG,SEA,6,2
2025021231,,28,16,SJS,CHI,3,2
2025021232,,26,18,LAK,NSH,3,2
2025021233,,8,13,MTL,FLA,4,3
2025021234,,9,14,OTT,TBL,6,2
2025021235,,17,29,DET,CBJ,3,4
2025021236,,1,4,NJD,PHI,1,5
2025021237,,12,6,CAR,BOS,6,5
2025021238,,19,21,STL,COL,1,3
2025021239,,25,20,DAL,CGY,4,3
2025021240,,30,55,MIN,SEA,5,2
2025021241,,68,22,UTA,EDM,6,5
2025021242,,23,54,VAN,VGK,1,2
2025021243,,24,18,ANA,NSH,0,5
2025021244,,3,7,NYR,BUF,3,5
2025021245,,10,15,TOR,WSH,0,4
2025021246,,28,22,SJS,EDM,2,5
2025021247,,7,29,BUF,CBJ,5,0
2025021248,,8,14,MTL,TBL,2,1
2025021249,,9,13,OTT,FLA,5,1
2025021250,,17,4,DET,PHI,6,3
2025021251,,1,5,NJD,PIT,2,5
2025021252,,2,10,NYI,TOR,5,3
2025021253,,19,52,STL,WPG,2,3
2025021254,,25,30,DAL,MIN,5,4
2025021255,,16,12,CHI,CAR,2,7
2025021256,,21,20,COL,CGY,3,1
2025021257,,68,18,UTA,NSH,4,1
2025021258,,24,28,ANA,SJS,6,1
2025021259,,55,54,SEA,VGK,4,3
2025021260,,26,23,LAK,VAN,4,1
2025021261,,6,14,BOS,TBL,1,2
2025021262,,2,9,NYI,OTT,0,3
2025021263,,5,15,PIT,WSH,3,6
2025021264,,26,22,LAK,EDM,1,0
2025021265,,17,1,DET,NJD,3,5
2025021266,,16,19,CHI,STL,3,5
